datetime,symbol,open,high,low,close,volume
2025-03-03 08:30:00,SSE:000001,3333.5769,3333.8097,3320.9797,3332.4322,0.0
2025-03-03 08:45:00,SSE:000001,3332.6306,3337.426,3332.0448,3334.5244,0.0
2025-03-03 09:00:00,SSE:000001,3334.788,3342.8155,3332.8174,3341.2126,0.0
2025-03-03 09:15:00,SSE:000001,3341.087,3347.6647,3340.7443,3346.3752,0.0
2025-03-03 09:30:00,SSE:000001,3346.5541,3348.4783,3341.7561,3346.9863,0.0
2025-03-03 09:45:00,SSE:000001,3347.0327,3347.226,3337.3858,3337.6961,0.0
2025-03-03 10:00:00,SSE:000001,3338.9534,3339.4136,3332.2774,3333.8649,0.0
2025-03-03 10:15:00,SSE:000001,3333.6673,3335.3923,3329.0417,3331.216,0.0
2025-03-03 10:30:00,SSE:000001,3331.9017,3332.2724,3331.9017,3332.2724,0.0
2025-03-03 12:00:00,SSE:000001,3332.3954,3333.5519,3328.5138,3332.9991,0.0
2025-03-03 12:15:00,SSE:000001,3332.9823,3336.3507,3330.2093,3332.8033,0.0
2025-03-03 12:30:00,SSE:000001,3332.8193,3333.3831,3324.3908,3326.898,0.0
2025-03-03 12:45:00,SSE:000001,3327.116,3327.4759,3318.7811,3322.7306,0.0
2025-03-03 13:00:00,SSE:000001,3323.1822,3324.902,3314.4346,3315.3203,0.0
2025-03-03 13:15:00,SSE:000001,3315.4131,3317.0188,3312.0313,3312.5555,0.0
2025-03-03 13:30:00,SSE:000001,3314.9763,3315.2087,3304.7177,3313.2417,0.0
2025-03-03 13:45:00,SSE:000001,3312.3456,3319.1516,3311.9728,3319.0381,0.0
2025-03-03 14:00:00,SSE:000001,3316.9253,3316.9253,3316.9253,3316.9253,0.0
2025-03-04 08:30:00,SSE:000001,3299.8147,3308.1497,3297.5304,3300.3355,0.0
2025-03-04 08:45:00,SSE:000001,3300.6491,3314.152,3299.8905,3309.2292,0.0
2025-03-04 09:00:00,SSE:000001,3308.3635,3313.8026,3306.0412,3310.7625,0.0
2025-03-04 09:15:00,SSE:000001,3310.5802,3312.0647,3308.5314,3310.1354,0.0
2025-03-04 09:30:00,SSE:000001,3310.7148,3319.3239,3310.7148,3319.1147,0.0
2025-03-04 09:45:00,SSE:000001,3318.4166,3319.5098,3312.7268,3312.7268,0.0
2025-03-04 10:00:00,SSE:000001,3312.4938,3315.4809,3311.3307,3311.3507,0.0
2025-03-04 10:15:00,SSE:000001,3311.3487,3316.5187,3311.2986,3316.0925,0.0
