datetime,symbol,open,high,low,close,volume
2025-06-02 07:00:00,TVC:NI225,37651.18,37651.18,37468.21,37498.2,0.0
2025-06-02 07:15:00,TVC:NI225,37499.8,37541.38,37474.8,37533.41,0.0
2025-06-02 07:30:00,TVC:NI225,37525.22,37534.72,37460.36,37461.87,0.0
2025-06-02 07:45:00,TVC:NI225,37463.2,37508.21,37449.12,37480.67,0.0
2025-06-02 08:00:00,TVC:NI225,37483.62,37545.37,37452.29,37537.94,0.0
2025-06-02 08:15:00,TVC:NI225,37539.59,37539.59,37448.89,37457.14,0.0
2025-06-02 08:30:00,TVC:NI225,37452.97,37470.57,37401.15,37410.13,0.0
2025-06-02 08:45:00,TVC:NI225,37410.97,37454.49,37406.18,37429.86,0.0
2025-06-02 09:00:00,TVC:NI225,37431.03,37447.52,37409.84,37428.25,0.0
2025-06-02 09:15:00,TVC:NI225,37429.43,37450.45,37406.31,37420.5,0.0
2025-06-02 09:30:00,TVC:NI225,37414.93,37414.93,37413.97,37413.97,0.0
2025-06-02 10:30:00,TVC:NI225,37350.01,37367.72,37320.72,37354.77,0.0
2025-06-02 10:45:00,TVC:NI225,37357.05,37401.52,37357.05,37376.92,0.0
2025-06-02 11:00:00,TVC:NI225,37377.55,37419.53,37355.15,37419.53,0.0
2025-06-02 11:15:00,TVC:NI225,37420.15,37454.6,37417.68,37420.29,0.0
2025-06-02 11:30:00,TVC:NI225,37420.22,37439.98,37418.0,37433.71,0.0
2025-06-02 11:45:00,TVC:NI225,37434.4,37448.99,37422.59,37448.99,0.0
2025-06-02 12:00:00,TVC:NI225,37450.65,37482.71,37450.65,37466.6,0.0
2025-06-02 12:15:00,TVC:NI225,37466.91,37475.08,37456.0,37458.72,0.0
2025-06-02 12:30:00,TVC:NI225,37460.11,37481.19,37435.52,37480.15,0.0
2025-06-02 12:45:00,TVC:NI225,37480.01,37499.9,37471.85,37490.08,0.0
2025-06-02 13:00:00,TVC:NI225,37490.86,37498.28,37460.24,37465.38,0.0
2025-06-02 13:15:00,TVC:NI225,37465.82,37484.36,37453.31,37480.09,0.0
2025-06-02 13:30:00,TVC:NI225,37470.62,37470.67,37470.62,37470.67,0.0
2025-06-03 07:00:00,TVC:NI225,37598.31,37629.08,37509.79,37523.96,0.0
2025-06-03 07:15:00,TVC:NI225,37527.9,37584.49,37509.79,37553.28,0.0
2025-06-03 07:30:00,TVC:NI225,37554.23,37647.97,37554.23,37623.3,0.0
2025-06-03 07:45:00,TVC:NI225,37618.48,37632.97,37586.46,37614.04,0.0
2025-06-03 08:00:00,TVC:NI225,37613.06,37637.75,37590.84,37636.13,0.0
2025-06-03 08:15:00,TVC:NI225,37635.4,37659.51,37614.86,37650.03,0.0
2025-06-03 08:30:00,TVC:NI225,37651.08,37713.47,37651.08,37709.21,0.0
2025-06-03 08:45:00,TVC:NI225,37709.51,37729.45,37692.36,37710.13,0.0
2025-06-03 09:00:00,TVC:NI225,37708.78,37712.27,37615.37,37615.37,0.0
2025-06-03 09:15:00,TVC:NI225,37615.94,37615.94,37546.25,37546.25,0.0
2025-06-03 09:30:00,TVC:NI225,37543.85,37546.8,37543.85,37546.8,0.0
2025-06-03 10:30:00,TVC:NI225,37527.94,37602.2,37500.91,37602.2,0.0
2025-06-03 10:45:00,TVC:NI225,37600.96,37621.42,37566.1,37584.57,0.0
2025-06-03 11:00:00,TVC:NI225,37584.6,37588.16,37532.86,37533.36,0.0
2025-06-03 11:15:00,TVC:NI225,37533.96,37544.97,37507.65,37514.05,0.0
2025-06-03 11:30:00,TVC:NI225,37514.58,37520.82,37497.56,37497.58,0.0
2025-06-03 11:45:00,TVC:NI225,37495.61,37521.97,37477.16,37490.5,0.0
2025-06-03 12:00:00,TVC:NI225,37493.95,37518.5,37490.67,37510.42,0.0
2025-06-03 12:15:00,TVC:NI225,37511.36,37514.86,37478.98,37493.33,0.0
2025-06-03 12:30:00,TVC:NI225,37494.1,37513.8,37492.99,37495.44,0.0
2025-06-03 12:45:00,TVC:NI225,37495.99,37521.19,37492.09,37518.43,0.0
2025-06-03 13:00:00,TVC:NI225,37518.65,37522.99,37496.87,37512.6,0.0
2025-06-03 13:15:00,TVC:NI225,37513.45,37522.31,37481.02,37497.3,0.0
2025-06-03 13:30:00,TVC:NI225,37477.16,37477.16,37446.81,37446.81,0.0
2025-06-04 07:00:00,TVC:NI225,37686.66,37868.42,37672.47,37755.23,0.0
2025-06-04 07:15:00,TVC:NI225,37754.6,37808.12,37722.56,37789.1,0.0
2025-06-04 07:30:00,TVC:NI225,37786.05,37821.79,37736.4,37738.65,0.0
2025-06-04 07:45:00,TVC:NI225,37739.31,37768.46,37725.33,37736.39,0.0
2025-06-04 08:00:00,TVC:NI225,37739.57,37808.58,37730.68,37744.9,0.0
2025-06-04 08:15:00,TVC:NI225,37746.07,37778.91,37735.74,37760.33,0.0
2025-06-04 08:30:00,TVC:NI225,37766.09,37770.44,37734.41,37751.86,0.0
2025-06-04 08:45:00,TVC:NI225,37755.39,37778.95,37743.61,37778.23,0.0
2025-06-04 09:00:00,TVC:NI225,37779.41,37794.26,37759.85,37774.6,0.0
2025-06-04 09:15:00,TVC:NI225,37775.93,37823.3,37765.76,37820.01,0.0
2025-06-04 09:30:00,TVC:NI225,37822.72,37834.61,37822.72,37834.61,0.0
2025-06-04 10:30:00,TVC:NI225,37813.87,37837.61,37791.29,37803.5,0.0
2025-06-04 10:45:00,TVC:NI225,37804.07,37810.75,37781.13,37783.34,0.0
2025-06-04 11:00:00,TVC:NI225,37778.1,37796.1,37758.38,37758.78,0.0
2025-06-04 11:15:00,TVC:NI225,37760.34,37777.77,37758.82,37776.2,0.0
2025-06-04 11:30:00,TVC:NI225,37777.99,37781.03,37747.19,37754.32,0.0
2025-06-04 11:45:00,TVC:NI225,37753.09,37771.46,37744.72,37770.48,0.0
2025-06-04 12:00:00,TVC:NI225,37767.98,37771.51,37753.77,37757.96,0.0
2025-06-04 12:15:00,TVC:NI225,37759.08,37760.27,37737.39,37760.21,0.0
2025-06-04 12:30:00,TVC:NI225,37761.66,37814.33,37761.66,37793.98,0.0
2025-06-04 12:45:00,TVC:NI225,37798.45,37821.54,37790.88,37812.78,0.0
2025-06-04 13:00:00,TVC:NI225,37813.39,37832.72,37793.24,37797.85,0.0
2025-06-04 13:15:00,TVC:NI225,37798.89,37811.05,37744.74,37751.33,0.0
2025-06-04 13:30:00,TVC:NI225,37747.4,37747.45,37747.4,37747.45,0.0
2025-06-05 07:00:00,TVC:NI225,37590.39,37638.56,37538.02,37619.24,0.0
2025-06-05 07:15:00,TVC:NI225,37619.34,37645.34,37579.94,37644.81,0.0
2025-06-05 07:30:00,TVC:NI225,37645.71,37717.06,37634.6,37692.41,0.0
2025-06-05 07:45:00,TVC:NI225,37689.49,37689.49,37606.31,37630.48,0.0
2025-06-05 08:00:00,TVC:NI225,37630.53,37720.37,37630.12,37716.01,0.0
2025-06-05 08:15:00,TVC:NI225,37715.54,37726.97,37681.48,37703.39,0.0
2025-06-05 08:30:00,TVC:NI225,37703.05,37732.88,37685.33,37704.4,0.0
2025-06-05 08:45:00,TVC:NI225,37705.06,37724.07,37670.89,37686.68,0.0
2025-06-05 09:00:00,TVC:NI225,37687.87,37695.2,37634.37,37639.08,0.0
2025-06-05 09:15:00,TVC:NI225,37637.92,37690.95,37631.39,37669.91,0.0
2025-06-05 09:30:00,TVC:NI225,37665.34,37665.34,37658.41,37658.41,0.0
2025-06-05 10:30:00,TVC:NI225,37604.98,37652.47,37581.05,37588.02,0.0
2025-06-05 10:45:00,TVC:NI225,37588.49,37598.91,37547.18,37578.0,0.0
2025-06-05 11:00:00,TVC:NI225,37577.28,37590.2,37541.85,37548.25,0.0
2025-06-05 11:15:00,TVC:NI225,37550.99,37580.62,37527.88,37532.35,0.0
2025-06-05 11:30:00,TVC:NI225,37532.35,37565.56,37532.06,37548.74,0.0
2025-06-05 11:45:00,TVC:NI225,37549.27,37567.39,37540.68,37558.59,0.0
2025-06-05 12:00:00,TVC:NI225,37559.08,37588.58,37538.53,37573.92,0.0
2025-06-05 12:15:00,TVC:NI225,37574.68,37594.59,37570.36,37579.14,0.0
2025-06-05 12:30:00,TVC:NI225,37580.63,37580.63,37546.16,37560.81,0.0
2025-06-05 12:45:00,TVC:NI225,37561.69,37565.4,37537.62,37557.85,0.0
2025-06-05 13:00:00,TVC:NI225,37559.6,37654.23,37531.92,37603.31,0.0
2025-06-05 13:15:00,TVC:NI225,37605.25,37607.89,37539.32,37552.47,0.0
2025-06-05 13:30:00,TVC:NI225,37554.44,37554.49,37554.44,37554.49,0.0
2025-06-06 07:00:00,TVC:NI225,37590.44,37694.34,37590.42,37691.98,0.0
2025-06-06 07:15:00,TVC:NI225,37694.34,37726.51,37648.95,37699.6,0.0
2025-06-06 07:30:00,TVC:NI225,37701.47,37711.33,37668.55,37694.25,0.0
2025-06-06 07:45:00,TVC:NI225,37690.89,37728.02,37661.58,37706.21,0.0
2025-06-06 08:00:00,TVC:NI225,37707.75,37754.68,37705.47,37731.09,0.0
2025-06-06 08:15:00,TVC:NI225,37732.58,37754.73,37677.32,37687.16,0.0
2025-06-06 08:30:00,TVC:NI225,37687.91,37730.85,37655.34,37730.61,0.0
2025-06-06 08:45:00,TVC:NI225,37730.38,37735.72,37717.06,37723.16,0.0
